employee_id,month,department,age,tenure_years,comp_ratio,satisfaction,performance,engagement,bls_energy_index,attrition
357,8,EquityResearch,22,0.1,0.74,3.99,3.23,4.65,103.4,0
358,8,Operations,59,0.1,0.84,2.65,3.17,3.76,103.4,1
1,9,InvestmentBanking,53,12.6,1.34,1.98,2.29,3.88,103.14,0
3,9,InvestmentBanking,40,1.7,0.92,4.13,3.17,3.69,103.14,0
5,9,InvestmentBanking,29,4.3,1.18,2.9,2.63,4.17,103.14,0
6,9,InvestmentBanking,30,2.6,0.84,3.96,3.72,4.13,103.14,0
8,9,InvestmentBanking,23,1.7,0.92,3.27,2.87,3.42,103.14,0
10,9,InvestmentBanking,45,6.1,1.11,3.31,3.8,3.69,103.14,0
11,9,InvestmentBanking,57,2.6,0.9,3.42,3.68,3.54,103.14,0
12,9,InvestmentBanking,54,7.5,1.08,2.93,2.95,3.57,103.14,0
13,9,InvestmentBanking,51,3.1,0.93,3.93,3.51,4.2,103.14,0
15,9,InvestmentBanking,59,16.3,1.36,3.39,3.72,3.24,103.14,0
16,9,InvestmentBanking,33,2.0,0.95,1.92,3.5,3.94,103.14,0
17,9,InvestmentBanking,30,4.3,0.98,3.7,3.22,4.76,103.14,0
18,9,InvestmentBanking,48,1.5,0.95,4.42,3.78,4.01,103.14,0
19,9,InvestmentBanking,27,14.5,1.18,3.15,2.24,4.18,103.14,0
20,9,InvestmentBanking,23,28.1,1.57,4.37,4.6,5.0,103.14,0
22,9,InvestmentBanking,23,8.8,1.13,2.3,2.03,3.51,103.14,0
23,9,InvestmentBanking,34,4.2,1.17,4.5,2.85,3.09,103.14,0
24,9,InvestmentBanking,24,3.1,1.12,4.21,2.57,4.36,103.14,0
25,9,InvestmentBanking,34,11.6,1.16,3.99,2.88,3.06,103.14,0
27,9,InvestmentBanking,53,15.0,1.42,4.64,3.33,3.07,103.14,0
29,9,InvestmentBanking,35,3.1,0.93,3.08,3.44,4.64,103.14,0
32,9,InvestmentBanking,49,6.7,1.02,2.96,3.37,3.91,103.14,0
33,9,InvestmentBanking,27,2.1,1.09,4.96,2.6,3.63,103.14,0
34,9,InvestmentBanking,41,22.4,1.58,2.88,2.74,2.51,103.14,0
35,9,InvestmentBanking,44,13.3,1.15,3.63,1.97,2.92,103.14,0
37,9,EquityResearch,28,3.3,0.87,4.0,3.5,3.57,103.14,0
38,9,EquityResearch,29,3.4,0.94,3.65,2.81,4.08,103.14,0
41,9,EquityResearch,56,1.4,0.88,4.23,3.52,3.13,103.14,0
42,9,EquityResearch,55,7.8,1.09,3.37,3.02,3.89,103.14,0
44,9,EquityResearch,39,1.5,0.83,3.3,3.16,3.17,103.14,0
46,9,EquityResearch,49,5.7,1.02,2.92,3.89,3.09,103.14,0
47,9,EquityResearch,50,16.4,1.4,4.17,4.47,4.24,103.14,0
50,9,EquityResearch,41,5.9,1.07,4.71,1.76,3.45,103.14,0
52,9,EquityResearch,36,5.6,1.07,2.69,3.1,3.71,103.14,0
53,9,EquityResearch,28,16.4,1.23,4.53,2.68,3.31,103.14,0
54,9,EquityResearch,54,3.3,1.04,4.09,3.79,4.13,103.14,0
55,9,EquityResearch,57,18.4,1.28,3.35,3.28,4.59,103.14,0
56,9,EquityResearch,56,12.3,1.03,3.8,3.57,3.97,103.14,0
57,9,EquityResearch,27,3.0,1.04,3.54,3.73,3.94,103.14,0
58,9,EquityResearch,24,2.5,0.95,4.42,2.92,4.11,103.14,0
60,9,EquityResearch,25,8.7,1.11,4.34,4.13,3.76,103.14,0
61,9,Risk,27,3.2,1.1,2.83,2.78,2.91,103.14,0
62,9,Risk,30,8.3,1.27,2.34,3.47,3.18,103.14,0
63,9,Risk,24,22.3,1.37,3.06,2.83,3.16,103.14,0
64,9,Risk,41,5.3,1.03,4.05,4.12,3.59,103.14,0
65,9,Risk,46,2.5,0.98,3.81,3.11,4.01,103.14,0
66,9,Risk,41,1.4,0.94,4.12,2.61,4.0,103.14,0
67,9,Risk,48,6.8,0.91,1.63,2.42,3.52,103.14,0
68,9,Risk,39,2.2,1.0,3.84,2.92,3.63,103.14,0
69,9,Risk,49,1.4,0.95,2.64,3.2,5.0,103.14,0
70,9,Risk,43,12.3,1.26,3.54,3.08,3.33,103.14,0
73,9,Risk,29,12.3,0.93,3.1,4.89,4.06,103.14,0
74,9,Risk,35,10.5,1.01,3.61,3.14,4.27,103.14,0
75,9,Risk,44,2.5,0.94,4.91,2.52,3.27,103.14,0
76,9,Risk,62,2.6,1.06,4.44,3.29,3.95,103.14,0
77,9,Risk,41,2.0,0.83,3.53,2.1,4.18,103.14,0
78,9,Risk,42,10.1,0.9,2.32,2.62,3.95,103.14,0
79,9,Risk,48,13.3,1.24,2.72,3.69,4.2,103.14,0
80,9,Risk,56,7.5,1.22,3.43,2.99,3.35,103.14,0
81,9,Risk,57,3.5,0.9,3.74,3.24,3.34,103.14,0
82,9,Risk,36,3.8,0.94,3.88,3.33,2.93,103.14,0
83,9,Risk,23,4.9,0.95,2.25,4.14,4.55,103.14,0
85,9,Risk,52,4.4,0.94,4.98,2.34,3.95,103.14,0
86,9,Risk,52,5.3,0.91,2.27,2.9,3.49,103.14,1
87,9,Risk,62,21.1,1.32,3.11,4.09,3.42,103.14,0
88,9,Risk,55,14.6,1.38,2.34,3.58,3.18,103.14,0
89,9,Risk,50,3.9,0.99,2.26,3.7,3.94,103.14,0
91,9,Risk,39,8.2,1.18,1.57,4.33,5.0,103.14,0
92,9,Risk,34,5.7,1.0,3.37,2.42,4.15,103.14,0
93,9,Risk,36,4.0,1.16,3.41,2.96,3.71,103.14,0
94,9,Risk,45,17.8,1.36,4.98,3.08,4.8,103.14,0
97,9,Risk,59,7.7,0.9,3.52,2.7,3.01,103.14,0
98,9,Risk,35,1.8,1.17,4.0,3.08,4.29,103.14,0
99,9,Risk,42,4.8,0.95,3.1,3.75,4.7,103.14,0
100,9,Risk,49,18.5,1.41,4.09,1.62,3.3,103.14,0
101,9,Compliance,24,8.5,0.98,3.52,3.98,3.65,103.14,0
102,9,Compliance,27,2.1,0.99,2.64,3.59,3.67,103.14,0
103,9,Compliance,39,1.4,0.93,3.44,3.05,3.07,103.14,0
104,9,Compliance,36,4.9,0.94,3.51,3.99,2.43,103.14,0
106,9,Compliance,51,1.6,0.97,3.58,3.31,4.27,103.14,0
107,9,Compliance,24,1.7,0.78,4.59,2.49,2.68,103.14,0
108,9,Compliance,23,2.0,1.13,3.16,2.57,3.81,103.14,0
111,9,Compliance,36,1.4,0.81,4.31,4.41,4.62,103.14,0
114,9,Compliance,58,6.6,0.96,2.98,2.32,4.11,103.14,0
115,9,Compliance,49,4.7,1.05,4.28,3.92,3.82,103.14,0
116,9,Compliance,47,18.8,1.45,4.59,3.97,3.72,103.14,0
117,9,Compliance,62,8.9,1.14,2.85,3.38,3.5,103.14,0
118,9,Compliance,26,6.5,1.04,3.74,2.4,3.51,103.14,0
120,9,Compliance,38,6.5,1.04,3.87,4.29,3.12,103.14,0
123,9,Compliance,46,4.2,1.07,3.33,3.84,3.82,103.14,0
125,9,Compliance,26,21.0,1.43,4.29,2.26,3.56,103.14,0
126,9,Compliance,41,5.6,1.01,4.22,3.24,2.66,103.14,0
127,9,Compliance,27,5.6,1.01,3.38,3.36,4.37,103.14,0
128,9,Compliance,62,4.9,0.93,4.33,2.9,2.3,103.14,0
129,9,Compliance,56,7.6,1.02,3.43,2.98,4.43,103.14,0
130,9,Compliance,46,15.1,1.26,3.63,3.27,3.71,103.14,0
133,9,Compliance,44,4.6,0.82,2.82,3.28,3.46,103.14,0
134,9,Compliance,43,2.1,0.95,3.08,3.25,3.8,103.14,0
135,9,Compliance,61,8.1,1.27,4.23,2.39,3.75,103.14,0
136,9,WealthManagement,24,2.6,1.02,3.91,4.04,3.97,103.14,0
138,9,WealthManagement,59,3.4,0.98,3.09,4.77,3.8,103.14,0
139,9,WealthManagement,54,4.5,0.97,3.36,3.18,2.98,103.14,0
141,9,WealthManagement,59,3.3,0.94,3.23,2.21,4.07,103.14,0
142,9,WealthManagement,61,5.2,1.08,3.62,3.64,2.96,103.14,0
143,9,WealthManagement,58,2.8,1.0,3.07,3.81,4.69,103.14,0
144,9,WealthManagement,37,7.7,1.1,4.03,3.28,3.88,103.14,0
145,9,WealthManagement,39,2.8,0.87,4.1,3.2,4.0,103.14,0
148,9,WealthManagement,49,9.0,1.2,1.82,2.94,2.49,103.14,1
149,9,WealthManagement,33,8.0,1.26,3.47,2.85,4.09,103.14,0
150,9,WealthManagement,39,11.4,1.26,4.2,3.67,3.23,103.14,0
151,9,WealthManagement,44,1.4,0.89,2.77,2.82,4.13,103.14,0
152,9,WealthManagement,56,5.6,0.91,3.62,4.91,2.97,103.14,0
153,9,WealthManagement,32,9.9,1.2,3.72,3.09,4.67,103.14,0
154,9,WealthManagement,55,5.5,0.97,2.78,3.52,4.67,103.14,0
155,9,WealthManagement,28,6.2,0.94,2.31,2.56,3.94,103.14,0
156,9,WealthManagement,39,4.8,1.04,3.8,3.09,4.06,103.14,0
157,9,WealthManagement,33,14.2,1.16,2.47,3.66,3.63,103.14,0
158,9,WealthManagement,45,5.5,1.12,2.94,4.06,4.75,103.14,0
160,9,WealthManagement,37,3.0,0.8,4.45,3.79,4.69,103.14,0
161,9,WealthManagement,55,2.6,0.94,3.92,3.99,3.58,103.14,0
162,9,WealthManagement,44,1.7,0.97,2.89,3.03,3.69,103.14,0
163,9,WealthManagement,49,9.5,1.12,1.7,2.57,3.64,103.14,0
164,9,WealthManagement,55,1.4,0.97,3.34,3.23,3.75,103.14,0
165,9,WealthManagement,53,8.9,0.82,3.11,3.21,4.21,103.14,0
167,9,WealthManagement,49,7.4,1.1,4.82,1.48,2.95,103.14,0
170,9,WealthManagement,53,11.8,1.14,3.65,3.49,3.01,103.14,0
171,9,WealthManagement,45,18.0,1.43,2.02,2.98,4.02,103.14,0
172,9,WealthManagement,29,4.0,1.18,3.2,3.73,4.96,103.14,0
175,9,WealthManagement,33,4.0,0.94,3.15,1.34,2.97,103.14,0
176,9,WealthManagement,27,8.9,1.09,3.45,4.1,4.05,103.14,0
180,9,WealthManagement,40,9.9,1.03,3.35,2.11,4.38,103.14,0
182,9,WealthManagement,26,2.8,1.06,4.09,2.89,3.77,103.14,0
183,9,WealthManagement,33,3.9,1.08,4.23,4.28,4.67,103.14,0
185,9,WealthManagement,52,12.1,1.07,3.45,3.38,3.0,103.14,0
186,9,RetailBanking,58,7.1,1.16,3.18,2.92,2.52,103.14,0
187,9,RetailBanking,44,9.5,0.97,2.41,2.52,3.83,103.14,0
189,9,RetailBanking,39,13.7,1.17,4.56,2.73,4.04,103.14,0
190,9,RetailBanking,35,2.9,0.96,2.13,4.03,3.34,103.14,0
191,9,RetailBanking,49,3.7,0.85,4.27,3.41,2.85,103.14,0
192,9,RetailBanking,28,3.7,0.76,4.48,3.39,4.05,103.14,0
193,9,RetailBanking,61,1.6,1.12,3.21,2.64,4.06,103.14,0
194,9,RetailBanking,24,14.4,1.3,3.63,2.69,4.35,103.14,0
196,9,RetailBanking,44,7.7,1.04,3.37,3.84,2.76,103.14,0
197,9,RetailBanking,35,1.5,0.9,4.72,4.07,4.38,103.14,0
198,9,RetailBanking,56,13.4,1.27,3.78,3.32,3.97,103.14,0
200,9,RetailBanking,26,2.7,0.94,2.96,4.23,3.47,103.14,0
201,9,RetailBanking,29,1.9,1.13,3.51,3.6,2.95,103.14,0
202,9,RetailBanking,32,1.4,0.88,2.69,3.69,3.95,103.14,0
203,9,RetailBanking,44,5.2,1.05,4.92,2.1,4.56,103.14,0
205,9,RetailBanking,44,3.4,1.11,2.89,3.78,4.35,103.14,0
206,9,RetailBanking,51,1.4,0.85,2.79,2.06,3.94,103.14,0
208,9,RetailBanking,46,2.2,0.95,4.89,4.26,3.62,103.14,0
209,9,RetailBanking,42,1.5,0.97,3.08,4.23,3.73,103.14,0
210,9,RetailBanking,57,7.1,1.26,4.17,2.69,3.29,103.14,0
212,9,RetailBanking,28,2.1,0.83,3.07,3.09,5.0,103.14,0
214,9,RetailBanking,51,3.1,0.98,3.76,3.33,3.43,103.14,0
215,9,RetailBanking,28,7.4,0.97,2.77,3.43,3.11,103.14,0
216,9,RetailBanking,55,12.5,1.14,4.52,3.43,3.67,103.14,0
217,9,RetailBanking,38,4.0,1.09,3.35,3.25,4.13,103.14,0
218,9,RetailBanking,35,2.5,0.81,2.62,4.12,3.61,103.14,0
219,9,RetailBanking,57,12.0,1.17,4.39,4.04,3.7,103.14,0
220,9,RetailBanking,42,7.7,1.16,4.27,2.38,5.0,103.14,0
221,9,RetailBanking,32,8.9,0.93,4.37,3.02,4.3,103.14,0
222,9,RetailBanking,39,2.7,1.07,2.06,2.64,4.13,103.14,0
223,9,RetailBanking,29,1.8,0.84,3.24,2.24,3.42,103.14,0
224,9,RetailBanking,30,2.6,1.02,3.34,3.3,3.31,103.14,0
226,9,RetailBanking,33,3.5,1.01,2.26,2.32,3.82,103.14,0
227,9,RetailBanking,45,5.4,1.13,4.18,2.71,3.73,103.14,0
228,9,RetailBanking,52,5.7,1.08,3.19,2.23,2.95,103.14,0
229,9,RetailBanking,48,5.9,1.1,3.67,3.37,4.75,103.14,0
230,9,RetailBanking,52,9.8,1.32,2.37,2.98,4.61,103.14,0
231,9,RetailBanking,34,11.7,1.16,3.71,3.02,3.77,103.14,0
233,9,RetailBanking,29,6.2,1.18,3.48,3.99,2.39,103.14,0
234,9,RetailBanking,32,1.6,0.97,2.86,3.3,3.79,103.14,0
237,9,RetailBanking,46,8.8,1.03,4.57,3.58,3.57,103.14,0
238,9,RetailBanking,43,1.8,0.88,4.11,3.29,5.0,103.14,0
239,9,RetailBanking,37,3.0,1.19,2.7,3.36,3.8,103.14,0
240,9,RetailBanking,34,24.1,1.45,3.72,3.52,3.66,103.14,0
242,9,RetailBanking,45,3.5,0.96,3.13,3.37,3.72,103.14,0
244,9,RetailBanking,54,2.4,0.8,2.55,2.85,3.88,103.14,0
245,9,RetailBanking,52,3.6,1.13,3.81,3.92,3.7,103.14,0
247,9,Fintech,36,2.5,0.88,2.59,2.74,4.95,103.14,0
249,9,Fintech,48,4.6,0.85,4.37,2.24,3.69,103.14,0
250,9,Fintech,54,2.3,0.99,3.65,2.28,4.2,103.14,0
251,9,Fintech,57,2.4,0.95,4.35,2.66,3.43,103.14,0
253,9,Fintech,28,3.9,0.89,2.56,2.46,3.71,103.14,0
254,9,Fintech,26,2.9,1.02,3.27,3.25,3.02,103.14,0
255,9,Fintech,42,9.9,1.11,3.65,2.41,4.68,103.14,0
257,9,Fintech,41,1.8,0.94,3.4,3.39,3.62,103.14,0
258,9,Fintech,52,1.4,0.89,3.17,2.89,3.78,103.14,0
259,9,Fintech,36,6.1,1.02,1.85,3.53,3.8,103.14,0
261,9,Fintech,46,9.8,1.02,4.31,4.06,4.19,103.14,0
262,9,Fintech,56,3.7,1.14,2.74,3.04,4.25,103.14,0
263,9,Fintech,33,3.4,1.04,3.72,3.35,3.64,103.14,0
265,9,Fintech,32,33.9,1.69,4.19,2.75,3.94,103.14,0
266,9,Fintech,34,1.9,0.94,3.29,3.93,4.04,103.14,0
267,9,Fintech,47,7.3,1.06,4.32,3.4,3.89,103.14,0
268,9,Fintech,30,3.5,0.96,4.17,2.81,3.43,103.14,0
269,9,Fintech,46,8.1,0.98,4.94,4.2,2.82,103.14,0
270,9,Fintech,24,1.7,0.89,2.1,3.39,3.16,103.14,0
272,9,Fintech,24,5.1,0.9,3.42,2.45,3.47,103.14,0
273,9,Fintech,31,2.5,0.97,2.59,3.22,3.89,103.14,0
274,9,Fintech,61,15.4,1.26,3.86,1.16,4.51,103.14,0
275,9,Fintech,47,4.1,1.07,1.88,2.43,4.42,103.14,0
276,9,Operations,56,3.5,0.92,3.2,2.49,4.32,103.14,0
279,9,Operations,62,4.6,0.81,2.79,2.59,5.0,103.14,0
280,9,Operations,53,1.4,0.73,3.73,2.48,4.34,103.14,0
281,9,Operations,61,14.8,1.24,2.96,3.01,3.66,103.14,0
282,9,Operations,50,1.4,0.94,2.87,3.76,3.66,103.14,0
284,9,Operations,32,7.2,1.07,3.73,3.02,3.33,103.14,0
286,9,Operations,23,9.6,1.17,3.69,3.14,3.48,103.14,0
288,9,Operations,23,11.8,1.35,2.83,4.44,4.2,103.14,0
289,9,Operations,28,1.4,1.08,3.45,2.74,4.15,103.14,0
290,9,Operations,60,5.2,0.96,3.61,2.27,2.92,103.14,0
291,9,Operations,34,8.0,1.1,4.35,2.85,4.2,103.14,0
292,9,Operations,24,4.3,1.04,4.51,2.5,3.98,103.14,0
295,9,Operations,60,17.5,1.25,2.45,4.41,3.96,103.14,0
296,9,Operations,43,4.6,1.04,3.67,3.57,3.68,103.14,0
297,9,Operations,24,2.2,0.75,3.52,2.3,3.78,103.14,0
298,9,Operations,38,5.4,0.97,3.86,2.39,3.9,103.14,0
300,9,Operations,56,13.2,1.32,4.06,3.81,3.32,103.14,0
302,9,Operations,57,2.8,1.0,3.55,3.84,3.92,103.14,0
303,9,Operations,38,3.7,1.0,3.96,3.74,4.13,103.14,0
304,9,Operations,43,2.8,0.96,3.59,4.74,3.49,103.14,0
306,9,WealthManagement,30,0.9,1.06,3.05,3.55,4.44,103.14,0
307,9,Fintech,25,0.9,1.19,3.15,2.89,4.69,103.14,0
308,9,WealthManagement,33,0.9,1.48,3.84,3.02,4.14,103.14,0
309,9,Operations,27,0.9,1.25,2.68,2.6,3.87,103.14,0
312,9,Compliance,42,0.9,0.94,4.98,4.55,2.8,103.14,0
313,9,Operations,53,0.8,1.06,3.67,3.64,3.97,103.14,0
314,9,Operations,25,0.8,1.18,3.53,2.89,3.51,103.14,0
315,9,Risk,50,0.8,0.97,3.04,2.0,4.18,103.14,0
316,9,Compliance,53,0.8,1.06,4.59,3.0,3.42,103.14,0
318,9,WealthManagement,24,0.8,0.99,3.36,4.02,4.35,103.14,0
320,9,Compliance,40,0.7,1.02,4.75,3.82,4.58,103.14,0
321,9,InvestmentBanking,60,0.7,0.85,3.17,3.59,3.89,103.14,0
322,9,Fintech,59,0.7,0.95,2.7,4.33,3.86,103.14,0
323,9,Operations,56,0.6,1.04,2.49,3.11,3.92,103.14,0
324,9,InvestmentBanking,54,0.6,1.12,3.44,3.48,3.52,103.14,1
325,9,Operations,49,0.6,0.98,4.54,2.46,3.47,103.14,0
327,9,InvestmentBanking,58,0.6,0.94,2.86,3.4,3.6,103.14,0
328,9,Compliance,58,0.6,1.12,2.2,3.05,3.86,103.14,0
329,9,WealthManagement,57,0.6,1.22,3.18,4.22,4.26,103.14,0
331,9,Compliance,31,0.6,1.06,1.06,3.67,4.95,103.14,0
332,9,EquityResearch,47,0.5,0.89,2.85,3.48,3.41,103.14,0
333,9,WealthManagement,40,0.5,0.9,2.34,2.4,3.27,103.14,1
334,9,InvestmentBanking,54,0.5,1.13,3.97,3.35,4.46,103.14,0
335,9,Operations,40,0.5,0.95,3.25,2.99,4.49,103.14,0
336,9,Risk,41,0.5,0.76,3.1,2.98,2.86,103.14,0
337,9,Operations,28,0.5,1.06,3.43,3.18,4.81,103.14,0
338,9,RetailBanking,38,0.5,0.91,3.41,2.74,3.84,103.14,0
339,9,Fintech,57,0.4,1.12,3.94,3.34,3.92,103.14,0
340,9,InvestmentBanking,25,0.4,0.98,2.78,4.15,4.67,103.14,0
341,9,RetailBanking,55,0.4,0.97,3.63,2.68,4.5,103.14,0
343,9,Operations,26,0.4,0.66,3.98,2.11,3.6,103.14,0
344,9,RetailBanking,24,0.4,1.22,3.87,3.09,4.43,103.14,0
345,9,Risk,50,0.4,1.09,3.26,3.79,3.89,103.14,0
346,9,EquityResearch,61,0.4,0.86,4.38,3.64,3.19,103.14,0
347,9,Fintech,51,0.3,1.23,4.53,3.14,4.5,103.14,0
348,9,WealthManagement,33,0.3,1.44,2.51,2.79,2.71,103.14,0
349,9,Risk,48,0.3,1.3,2.32,3.37,3.6,103.14,0
350,9,Risk,56,0.3,0.79,4.85,4.66,3.86,103.14,0
351,9,RetailBanking,36,0.3,1.52,3.5,3.19,3.46,103.14,0
352,9,Operations,42,0.3,1.12,3.66,4.17,3.7,103.14,0
353,9,Compliance,45,0.3,0.94,5.0,1.83,3.74,103.14,0
354,9,EquityResearch,45,0.3,1.02,4.59,3.51,4.6,103.14,0
355,9,Compliance,52,0.3,0.98,3.8,2.93,3.4,103.14,0
356,9,Compliance,30,0.2,0.94,3.98,2.55,3.04,103.14,0
357,9,EquityResearch,22,0.2,0.74,4.03,3.23,4.65,103.14,0
359,9,Operations,37,0.1,1.19,4.99,2.45,3.71,103.14,0
360,9,Risk,32,0.1,1.18,4.96,3.49,3.19,103.14,0
361,9,WealthManagement,50,0.1,1.05,4.18,2.05,3.0,103.14,0
362,9,Operations,36,0.1,1.26,3.48,3.76,3.11,103.14,0
363,9,Compliance,51,0.1,0.87,3.6,3.37,4.36,103.14,0
364,9,Compliance,54,0.1,1.13,3.3,5.0,3.91,103.14,0
365,9,InvestmentBanking,29,0.1,1.18,4.12,3.35,4.42,103.14,0
366,9,EquityResearch,38,0.1,1.11,2.92,3.16,2.76,103.14,0
367,9,Compliance,30,0.1,0.84,3.11,3.05,3.82,103.14,0
368,9,Fintech,28,0.1,0.98,4.34,1.73,3.68,103.14,0
1,10,InvestmentBanking,53,12.7,1.34,2.04,2.29,3.88,102.89,0
3,10,InvestmentBanking,40,1.8,0.92,4.19,3.17,3.69,102.89,0
5,10,InvestmentBanking,29,4.4,1.18,2.9,2.63,4.17,102.89,0
6,10,InvestmentBanking,30,2.7,0.84,3.92,3.72,4.13,102.89,0
8,10,InvestmentBanking,23,1.8,0.92,3.37,2.87,3.42,102.89,0
10,10,InvestmentBanking,45,6.2,1.11,3.35,3.8,3.69,102.89,0
11,10,InvestmentBanking,57,2.7,0.9,3.4,3.68,3.54,102.89,0
12,10,InvestmentBanking,54,7.6,1.08,3.0,2.95,3.57,102.89,0
13,10,InvestmentBanking,51,3.2,0.93,3.9,3.51,4.2,102.89,0
15,10,InvestmentBanking,59,16.4,1.36,3.46,3.72,3.24,102.89,0
16,10,InvestmentBanking,33,2.1,0.95,1.99,3.5,3.94,102.89,0
17,10,InvestmentBanking,30,4.4,0.98,3.65,3.22,4.76,102.89,0
18,10,InvestmentBanking,48,1.6,0.95,4.45,3.78,4.01,102.89,0
19,10,InvestmentBanking,27,14.6,1.18,3.19,2.24,4.18,102.89,0
20,10,InvestmentBanking,23,28.2,1.57,4.5,4.6,5.0,102.89,0
22,10,InvestmentBanking,23,8.9,1.13,2.26,2.03,3.51,102.89,0
23,10,InvestmentBanking,34,4.3,1.17,4.57,2.85,3.09,102.89,0
24,10,InvestmentBanking,24,3.2,1.12,4.21,2.57,4.36,102.89,0
25,10,InvestmentBanking,34,11.7,1.16,3.93,2.88,3.06,102.89,0
27,10,InvestmentBanking,53,15.1,1.42,4.63,3.33,3.07,102.89,0
29,10,InvestmentBanking,35,3.2,0.93,3.08,3.44,4.64,102.89,0
32,10,InvestmentBanking,49,6.8,1.02,2.91,3.37,3.91,102.89,0
33,10,InvestmentBanking,27,2.2,1.09,4.98,2.6,3.63,102.89,1
34,10,InvestmentBanking,41,22.5,1.58,2.93,2.74,2.51,102.89,0
35,10,InvestmentBanking,44,13.4,1.15,3.64,1.97,2.92,102.89,0
37,10,EquityResearch,28,3.4,0.87,3.97,3.5,3.57,102.89,0
38,10,EquityResearch,29,3.5,0.94,3.64,2.81,4.08,102.89,0
41,10,EquityResearch,56,1.5,0.88,4.23,3.52,3.13,102.89,0
42,10,EquityResearch,55,7.9,1.09,3.38,3.02,3.89,102.89,0
44,10,EquityResearch,39,1.6,0.83,3.36,3.16,3.17,102.89,0
46,10,EquityResearch,49,5.8,1.02,2.93,3.89,3.09,102.89,0
47,10,EquityResearch,50,16.5,1.4,4.1,4.47,4.24,102.89,0
50,10,EquityResearch,41,6.0,1.07,4.68,1.76,3.45,102.89,0
52,10,EquityResearch,36,5.7,1.07,2.7,3.1,3.71,102.89,0
53,10,EquityResearch,28,16.5,1.23,4.59,2.68,3.31,102.89,0
54,10,EquityResearch,54,3.4,1.04,4.15,3.79,4.13,102.89,0
55,10,EquityResearch,57,18.5,1.28,3.44,3.28,4.59,102.89,0
56,10,EquityResearch,56,12.4,1.03,3.81,3.57,3.97,102.89,0
57,10,EquityResearch,27,3.1,1.04,3.58,3.73,3.94,102.89,0
58,10,EquityResearch,24,2.6,0.95,4.35,2.92,4.11,102.89,0
60,10,EquityResearch,25,8.8,1.11,4.36,4.13,3.76,102.89,0
61,10,Risk,27,3.3,1.1,2.78,2.78,2.91,102.89,0
62,10,Risk,30,8.4,1.27,2.34,3.47,3.18,102.89,0
63,10,Risk,24,22.4,1.37,3.21,2.83,3.16,102.89,0
64,10,Risk,41,5.4,1.03,4.07,4.12,3.59,102.89,0
65,10,Risk,46,2.6,0.98,3.77,3.11,4.01,102.89,0
66,10,Risk,41,1.5,0.94,4.14,2.61,4.0,102.89,0
67,10,Risk,48,6.9,0.91,1.6,2.42,3.52,102.89,0
68,10,Risk,39,2.3,1.0,3.79,2.92,3.63,102.89,0
69,10,Risk,49,1.5,0.95,2.75,3.2,5.0,102.89,0
70,10,Risk,43,12.4,1.26,3.59,3.08,3.33,102.89,0
73,10,Risk,29,12.4,0.93,3.12,4.89,4.06,102.89,0
74,10,Risk,35,10.6,1.01,3.59,3.14,4.27,102.89,0
75,10,Risk,44,2.6,0.94,4.89,2.52,3.27,102.89,0
76,10,Risk,62,2.7,1.06,4.52,3.29,3.95,102.89,1
77,10,Risk,41,2.1,0.83,3.55,2.1,4.18,102.89,0
78,10,Risk,42,10.2,0.9,2.17,2.62,3.95,102.89,0
79,10,Risk,48,13.4,1.24,2.84,3.69,4.2,102.89,0
80,10,Risk,56,7.6,1.22,3.44,2.99,3.35,102.89,0
81,10,Risk,57,3.6,0.9,3.76,3.24,3.34,102.89,0
82,10,Risk,36,3.9,0.94,3.93,3.33,2.93,102.89,0
83,10,Risk,23,5.0,0.95,2.27,4.14,4.55,102.89,0
85,10,Risk,52,4.5,0.94,5.0,2.34,3.95,102.89,0
87,10,Risk,62,21.2,1.32,3.09,4.09,3.42,102.89,0
88,10,Risk,55,14.7,1.38,2.28,3.58,3.18,102.89,0
89,10,Risk,50,4.0,0.99,2.27,3.7,3.94,102.89,0
91,10,Risk,39,8.3,1.18,1.64,4.33,5.0,102.89,0
92,10,Risk,34,5.8,1.0,3.34,2.42,4.15,102.89,0
93,10,Risk,36,4.1,1.16,3.37,2.96,3.71,102.89,0
94,10,Risk,45,17.9,1.36,5.0,3.08,4.8,102.89,0
97,10,Risk,59,7.8,0.9,3.5,2.7,3.01,102.89,0
98,10,Risk,35,1.9,1.17,3.98,3.08,4.29,102.89,0
99,10,Risk,42,4.9,0.95,3.08,3.75,4.7,102.89,0
100,10,Risk,49,18.6,1.41,4.09,1.62,3.3,102.89,0
101,10,Compliance,24,8.6,0.98,3.44,3.98,3.65,102.89,0
102,10,Compliance,27,2.2,0.99,2.61,3.59,3.67,102.89,0
103,10,Compliance,39,1.5,0.93,3.45,3.05,3.07,102.89,0
104,10,Compliance,36,5.0,0.94,3.52,3.99,2.43,102.89,0
106,10,Compliance,51,1.7,0.97,3.64,3.31,4.27,102.89,0
107,10,Compliance,24,1.8,0.78,4.68,2.49,2.68,102.89,1
108,10,Compliance,23,2.1,1.13,3.24,2.57,3.81,102.89,0
111,10,Compliance,36,1.5,0.81,4.36,4.41,4.62,102.89,0
114,10,Compliance,58,6.7,0.96,2.97,2.32,4.11,102.89,0
115,10,Compliance,49,4.8,1.05,4.25,3.92,3.82,102.89,0
116,10,Compliance,47,18.9,1.45,4.59,3.97,3.72,102.89,0
